"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"790","This swiggy people has delivered empty box and they are the ultimate boss after having the money not willing to ref ","2019-05-27 19:07:10","FALSE","0","0","1","swiggy","delhi",FALSE
"791","Wen u pay for quality n u get this in return frm 4.4 rating Zomato restaurant. Instead of giving a solution, they ","2019-05-27 19:04:58","FALSE","1","0","0","swiggy","delhi",FALSE
"792","UberEats_IND this is horrible. my order number 2C8F4 has been completed. Order was accepted by rider at 11:00 pm. ","2019-05-27 18:57:17","FALSE","1","0","-1","swiggy","delhi",FALSE
"793","RT madan0852: SwiggyCares Hello swiggy Bye swiggy....I uninstall your App ...Because u r bad services ....1 month before your services is","2019-05-27 18:55:21","TRUE","1","0","-1","swiggy","delhi",FALSE
"794","SwiggyCares Hello swiggy Bye swiggy....I uninstall your App ...Because u r bad services ....1 month before your se ","2019-05-27 18:50:15","FALSE","1","1","-1","swiggy","delhi",FALSE
"795","I complained to Swiggy staffs but they didnt respond as well. Again I requested  for the delivery at my place but ","2019-05-27 17:54:10","FALSE","0","0","0","swiggy","delhi",FALSE
"796","econsumercourt swiggy ConsumerCourt_ ConsumerCourt_ I placed a order with Swiggy and after waiting given time o ","2019-05-27 17:54:10","FALSE","0","0","0","swiggy","delhi",FALSE
"797","Even Zomato ola_supports swiggy_in having better technology of tracking then ECISVEEP , ECI should have to upg ","2019-05-27 17:49:35","FALSE","0","1","1","swiggy","delhi",FALSE
"798","sachinpagare51 Zomato ZomatoIN swiggy ZeeNews Generally its because of different commission structure charged ","2019-05-27 17:20:59","FALSE","0","0","0","swiggy","delhi",FALSE
"799","Pathetic service Swiggy SwiggyCares twice. Yesterday Order was not cooked properly. Today order not delivered. Mo ","2019-05-27 16:47:36","FALSE","0","0","0","swiggy","delhi",FALSE
"800","twinitisha OneChilledBiwi SubwayIndia swiggy_in Wish you luck, you have a confirmed customer. Till than salad p ","2019-05-27 16:42:53","FALSE","0","1","1","swiggy","delhi",FALSE
"801","swiggy_in Please improve your order delivery. 1 hour since I ordered from a restaurant about 2.5 KM away from my h ","2019-05-27 16:36:37","FALSE","0","0","1","swiggy","delhi",FALSE
"802","Zomato Uber swiggy_in dear all, please note your guys jumps light very badly to deliver order. This could be dan ","2019-05-27 16:35:03","FALSE","0","0","-1","swiggy","delhi",FALSE
"803","swiggy_in what is the point of ordering if I hv to wait for the delivery which is showing 15 mins on app n in real ","2019-05-27 16:26:29","FALSE","0","0","0","swiggy","delhi",FALSE
"804","SwiggyCares No Support required from your side now. Your staff and delivery boys lie and out false charges. So I q ","2019-05-27 16:22:19","FALSE","0","0","-2","swiggy","delhi",FALSE
"805","swiggy_in SwiggyCares how can I delete my Swiggy account . Disappointed with your team. Doesn't wanna order from you now onwards.","2019-05-27 16:15:56","FALSE","0","0","-1","swiggy","delhi",FALSE
"806","Deepshikhasaraf swiggy_in Would appreciate, if you can check ZomatoIN as well","2019-05-27 16:07:55","FALSE","0","0","2","swiggy","delhi",FALSE
"807","Hey There swiggy_in SwiggyCares  This Is Not A Valid Solution, Please Do Something , Items Missed And Spilled Onl ","2019-05-27 16:06:03","FALSE","0","0","-1","swiggy","delhi",FALSE
"808","twinitisha OneChilledBiwi SubwayIndia swiggy_in The subway chicken salad was my regular meal during travel. But ","2019-05-27 16:04:28","FALSE","0","1","0","swiggy","delhi",FALSE
"809","mohmaaya Swiggy &amp; zomato have ruined it","2019-05-27 15:04:36","FALSE","0","0","-1","swiggy","delhi",FALSE
"810","The perfect getaway for a coffee break! Head to NBC to unwind yourself! 

Order in from  zomato &amp; Swiggy for deli ","2019-05-27 14:41:03","FALSE","0","0","0","swiggy","delhi",FALSE
"811","deepigoyal swiggy_in Zomato fssaiindia my swiggy account is blocked si ce 24 hrs... Yesterday i raised a compla ","2019-05-27 14:25:40","FALSE","0","0","0","swiggy","delhi",FALSE
"812","swiggy_in SwiggyCares how i can  expect further resolution?? ","2019-05-27 14:08:00","FALSE","0","0","0","swiggy","delhi",FALSE
"813","swiggy_in SwiggyCares this is pathetic service from you, for a super member..kindly assist ","2019-05-27 13:52:21","FALSE","0","0","0","swiggy","delhi",FALSE
"814","SwiggyCares I haven't complete my order after evaluating your promotional schemes and in future it is also a big NO to .swiggy_in","2019-05-27 13:40:30","FALSE","0","0","-1","swiggy","delhi",FALSE
"815","TheOfficialSBI swiggy_in SwiggyCares Just ordred myself to feed me something yum but as usual balance got deduct ","2019-05-27 12:32:54","FALSE","0","0","0","swiggy","delhi",FALSE
"816","SwiggyCares swiggy_in this is pathetic service, waiting for more than 80 minutes for my order to be delivered ","2019-05-27 12:24:31","FALSE","0","0","-1","swiggy","delhi",FALSE
"817",".swiggy_in is doing business with so many technical glitches or one can say looting customer who are ordering food ","2019-05-27 12:13:32","FALSE","0","0","-2","swiggy","delhi",FALSE
"818","swiggy_in order no 42018761599 ordered dal and paneer today both the items were not properly cooked and stinking h ","2019-05-27 12:11:03","FALSE","0","0","0","swiggy","delhi",FALSE
"819","swiggy_in SwiggyCares WeAreSwiggy I ordered from Oven_Story 25th May, Order Id: 41855590185, I got a cold Pizza ","2019-05-27 11:55:48","FALSE","0","0","-1","swiggy","delhi",FALSE
"820","swiggy_in SwiggyCares Order ID 42020249000 wasn't delivered to me and when I complained ur executive says it has ","2019-05-27 11:45:27","FALSE","0","0","-1","swiggy","delhi",FALSE
"821","RT ET_RISE: .Dream11 joined Indias growing unicorn club, following Steadview Capitals investment in the Mumbai-based domestic startu","2019-05-27 11:17:34","TRUE","6","0","0","swiggy","delhi",FALSE
"822","RT ET_RISE: .Dream11 joined Indias growing unicorn club, following Steadview Capitals investment in the Mumbai-based domestic startu","2019-05-27 11:13:50","TRUE","6","0","0","swiggy","delhi",TRUE
"823","RT ET_RISE: .Dream11 joined Indias growing unicorn club, following Steadview Capitals investment in the Mumbai-based domestic startu","2019-05-27 11:07:33","TRUE","6","0","0","swiggy","delhi",TRUE
"824","SwiggyCares Dear Swiggy Team,

I called your customer care executive for this and they told me that they are unabl ","2019-05-27 10:05:17","FALSE","0","0","0","swiggy","delhi",FALSE
"825","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 09:52:59","TRUE","1442","0","0","swiggy","delhi",TRUE
"826","RT ET_RISE: .Dream11 joined Indias growing unicorn club, following Steadview Capitals investment in the Mumbai-based domestic startu","2019-05-27 09:47:49","TRUE","6","0","0","swiggy","delhi",TRUE
"827",".Dream11 joined Indias growing unicorn club, following Steadview Capitals investment in the Mumbai-based domes ","2019-05-27 09:45:00","FALSE","6","7","0","swiggy","delhi",FALSE
"828","AnkurSinghTanw4 swiggy_in SwiggyCares Irresponsible Team
They got ego.","2019-05-27 09:22:58","FALSE","0","0","-1","swiggy","delhi",FALSE
"829","swiggy_in 
SwiggyCares 
He is negligence executive who has unethical behavior in swiggy company
Whose name is Sha ","2019-05-27 09:03:59","FALSE","0","1","-2","swiggy","delhi",FALSE
"830","SwiggyCares swiggy_in seems like customers are treated like fools. I waited 30 minutes to get a response to cance ","2019-05-27 08:07:45","FALSE","0","0","2","swiggy","delhi",FALSE
"831","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 07:43:56","TRUE","1442","0","0","swiggy","delhi",TRUE
"832","Can swiggy_in please give an option for User to ask restaurant to not add plastic spoons/tissues/plates etc while ","2019-05-27 07:36:48","FALSE","1","18","0","swiggy","delhi",FALSE
"833","Srishtea_ Zomato swiggy ko business do ","2019-05-27 07:25:06","FALSE","0","0","0","swiggy","delhi",FALSE
"834","DunzoCare DunzoIt Placed order 2.5 hours back, still dont know where it is? swiggy_in stores service is getting ","2019-05-27 05:41:48","FALSE","0","0","0","swiggy","delhi",FALSE
"835","swiggy_in SwiggyCares more than 2hrs has completed but still now I'm waiting for my order...contact no 8949229029","2019-05-27 05:26:37","FALSE","0","0","-1","swiggy","delhi",FALSE
"836","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 04:37:47","TRUE","1442","0","0","swiggy","delhi",TRUE
"837","swiggy_in SwiggyCares what a joke...I'm waiting for my order since last 1 hour but it us still showing expected t ","2019-05-27 04:27:38","FALSE","0","0","0","swiggy","delhi",FALSE
"838","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 03:45:49","TRUE","1442","0","0","swiggy","delhi",TRUE
"839","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 03:20:10","TRUE","1442","0","0","swiggy","delhi",TRUE
"840","tanayj Its the same with swiggy_in and ZomatoIN . With $2 subscription you get 3 months of free delivery. Its ","2019-05-27 03:15:51","FALSE","0","0","1","swiggy","delhi",FALSE
"841","kaushpaw Single used plastic will ever going to be a threat for marine life. SWIGGY, ZOMATO and other big player s ","2019-05-27 03:11:50","FALSE","0","2","-1","swiggy","delhi",FALSE
"842","SwiggyCares Discount show on your site why contact to amazon this is your responsibility amazon is your partner I know only swiggy","2019-05-27 02:39:34","FALSE","0","0","0","swiggy","delhi",FALSE
"843","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 02:38:08","TRUE","1442","0","0","swiggy","delhi",TRUE
"844","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 01:31:14","TRUE","1442","0","0","swiggy","delhi",TRUE
"845","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-27 00:37:06","TRUE","1442","0","0","swiggy","delhi",TRUE
"846","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 21:05:01","TRUE","1442","0","0","swiggy","delhi",TRUE
"847","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 20:53:03","TRUE","1442","0","0","swiggy","delhi",TRUE
"848","SwiggyCares swiggy_in  
aajtak abpnewstv indiatvnews

I have placed an order but i got uncomplete order. I hav ","2019-05-26 20:27:20","FALSE","0","0","0","swiggy","delhi",FALSE
"849","RT Bhaskar02884034: How poor is SWIGGY , they are stealing hard earned money from their customers by saying apology , considering as a fee","2019-05-26 20:01:51","TRUE","1","0","-3","swiggy","delhi",FALSE
"850","swiggy_in  worst! service ever. Youre informing me after one hour that your order will not be delivered! ","2019-05-26 19:39:28","FALSE","0","0","-1","swiggy","delhi",FALSE
"851","swiggy_in SwiggyCares harshamjty please share any other link I can donate 2000 RS every month to you , only requ ","2019-05-26 19:31:05","FALSE","0","0","0","swiggy","delhi",FALSE
"852","SwiggyCares swiggy_in 
This is my second complaint in a row in two days. Now Order 41969405418 cancelled without ","2019-05-26 19:28:27","FALSE","0","0","-2","swiggy","delhi",FALSE
"853","RT Bhaskar02884034: SwiggyCares swiggy_in harshamjty How poor is SWIGGY , they are stealing hard earned money from their customers by s","2019-05-26 19:28:08","TRUE","1","0","-3","swiggy","delhi",FALSE
"854","SwiggyCares swiggy_in harshamjty How poor is SWIGGY , they are stealing hard earned money from their customers b ","2019-05-26 19:13:54","FALSE","1","1","-3","swiggy","delhi",FALSE
"855","How poor is SWIGGY , they are stealing hard earned money from their customers by saying apology , considering as a ","2019-05-26 19:09:39","FALSE","1","1","-3","swiggy","delhi",FALSE
"856","swiggy_in What the hell is this happening here, there is such a worst packing comes in this meal. And chat support ","2019-05-26 19:03:09","FALSE","0","1","-1","swiggy","delhi",FALSE
"857","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 18:34:29","TRUE","1442","0","0","swiggy","delhi",TRUE
"858","This what you do with your prepaid order SwiggyCares swiggy_in how irresponsible and inhuman when you keep your c ","2019-05-26 18:17:52","FALSE","0","1","-2","swiggy","delhi",FALSE
"859","Swiggy delivery guy just phoned me and said sir jo christian logo ke mandir ke saamne society hai wahin ana hai na?","2019-05-26 18:13:44","FALSE","0","0","0","swiggy","delhi",FALSE
"860","amitpai87 swiggy_in Forgive them.","2019-05-26 18:05:56","FALSE","0","0","0","swiggy","delhi",FALSE
"861","anuj044 swiggy_in ZomatoIN zomatocare Zomato Poor services Zomato swiggy_in 
Does not value time of the cust ","2019-05-26 18:04:05","FALSE","0","0","-1","swiggy","delhi",FALSE
"862","Biggest disappointment of the day has been swiggy_in - I Order regularly but today the service has been SO BAD!","2019-05-26 17:59:46","FALSE","1","2","-2","swiggy","delhi",FALSE
"863","Hey Swiggy do you really need to put one delivery personal on 2 orders from 2 different restaurant.. because of oth ","2019-05-26 17:57:33","FALSE","0","0","0","swiggy","delhi",FALSE
"864","swiggy_in SwiggyCares  if can't deliver please don't ask user become super user . You charging extra nit providin ","2019-05-26 17:56:24","FALSE","0","0","1","swiggy","delhi",FALSE
"865","I have been waiting for the delivery of my food from the last 1 hour and 30 minutes and which is the ordered from ","2019-05-26 17:49:15","FALSE","0","0","0","swiggy","delhi",FALSE
"866","zomatocare SwiggyCares swiggy_in  Sorry Guys, but can you please help here... Dinner karwa do yaar ","2019-05-26 17:33:02","FALSE","0","0","-1","swiggy","delhi",FALSE
"867","MalikAshok SwiggyCares grofers has done that to us in the past.. not swiggy yet .. fingers crossed.","2019-05-26 17:31:29","FALSE","0","0","0","swiggy","delhi",FALSE
"868","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 17:27:44","TRUE","1442","0","0","swiggy","delhi",TRUE
"869","___singh MalikAshok swiggy_in SwiggyCares Not VP... The delivery boy only read President and delivered it to Amibhai's house.","2019-05-26 17:25:50","FALSE","0","0","0","swiggy","delhi",FALSE
"870","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 17:24:02","TRUE","1442","0","0","swiggy","delhi",TRUE
"871","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 17:22:30","TRUE","1442","0","0","swiggy","delhi",TRUE
"872","swiggy_in on your site offer showing if youre playing thru Amazon pay get 30% cash back but received only Rs.30/- ","2019-05-26 17:00:45","FALSE","0","0","0","swiggy","delhi",FALSE
"873","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 17:00:44","TRUE","1442","0","0","swiggy","delhi",TRUE
"874","swiggy_in worst customer support and delivery by Swiggy.. wish wouldnt have spent money on being a Swiggy Super member","2019-05-26 16:53:19","FALSE","0","0","1","swiggy","delhi",FALSE
"875","MalikAshok swiggy_in SwiggyCares I had the exact same issue today. Also, a feq days back swiggy took the payment ","2019-05-26 16:47:15","FALSE","0","1","-1","swiggy","delhi",FALSE
"876","kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob ","2019-05-26 16:45:32","FALSE","0","0","0","swiggy","delhi",FALSE
"877","ZomatoIN Zomato swiggy_in UberEats
Hi, Similar to travel portal like ola and uber can you also mask the the pho ","2019-05-26 16:42:23","FALSE","0","0","1","swiggy","delhi",FALSE
"878","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 16:31:43","TRUE","1442","0","0","swiggy","delhi",TRUE
"879","False quantity and horrible quality is all when  u go for swiggystores swiggy_in SwiggyCares WeAreSwiggy ","2019-05-26 16:02:35","FALSE","0","0","-2","swiggy","delhi",FALSE
"880","RT babagolmaal: Another way to cheat by swiggy_in swiggy SwiggyCares. TnC and benefits don't match. 50% said discount changes to 40% wh","2019-05-26 16:01:34","TRUE","5","0","0","swiggy","delhi",FALSE
"881","MalikAshok swiggy_in SwiggyCares Ashok! I hope you got your dinner!","2019-05-26 15:44:46","FALSE","0","7","0","swiggy","delhi",FALSE
"882","SwiggyCares SwiggyCares swiggy_in this is the reply from customer care ","2019-05-26 15:43:57","FALSE","0","0","0","swiggy","delhi",FALSE
"883","swiggy_in 6pieces for 300rs no. of pieces wasn't mentioned deliberately by  the restaurant. ","2019-05-26 15:35:24","FALSE","0","0","-1","swiggy","delhi",FALSE
"884","RT _Bistro360: SwiggySoon 

Your favourite spot, Bistro360, is going to add more convenience to your life! You'll be able to order your","2019-05-26 15:19:47","TRUE","1","0","1","swiggy","delhi",FALSE
"885","MalikAshok swiggy_in SwiggyCares Couldn't belive this happend with the press secretary of the President......... ","2019-05-26 15:19:04","FALSE","0","0","0","swiggy","delhi",FALSE
"886","swiggy_in you are losing one more customer.. thats me ","2019-05-26 15:06:05","FALSE","0","0","-1","swiggy","delhi",FALSE
"887","OneChilledBiwi looks like swiggy pulled a zomato on you.  ","2019-05-26 15:00:12","FALSE","0","2","1","swiggy","delhi",FALSE
"888","MalikAshok _pallavighosh swiggy_in SwiggyCares Hi how are you","2019-05-26 14:54:33","FALSE","0","0","0","swiggy","delhi",FALSE
"889","OneChilledBiwi lady_gabbar SubwayIndia swiggy_in May be delivery boy was hungry","2019-05-26 14:47:33","FALSE","0","0","0","swiggy","delhi",FALSE
"890","MalikAshok swiggy_in SwiggyCares He may have eaten it up. Apparently it happens quite a lot. The delivery guys w ","2019-05-26 14:45:11","FALSE","1","9","0","swiggy","delhi",FALSE
"891","MalikAshok swiggy_in SwiggyCares That's happening with President Secretary. God help to normal Indians","2019-05-26 14:39:53","FALSE","0","4","0","swiggy","delhi",FALSE
"892","MalikAshok swiggy_in SwiggyCares Contact the customer service within the app and they'd instantly refund you.","2019-05-26 14:38:41","FALSE","0","0","2","swiggy","delhi",FALSE
"893","Dear swiggy_in ZomatoIN zomatocare Zomato ask your delivery guys to wear Halmets 
and not to cross redlight ","2019-05-26 14:22:00","FALSE","0","0","0","swiggy","delhi",FALSE
"894","swiggy_in SwiggyCares kindly check the DM for order details.
Ur delivery boy is not able to help us because resto ","2019-05-26 13:59:37","FALSE","0","0","1","swiggy","delhi",FALSE
"895","tejaschogale Skh27 chaudhary_ajayk swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye ","2019-05-26 13:54:18","FALSE","0","0","0","swiggy","delhi",FALSE
"896","swiggy_in Hi team today i was ordered some food but when order placed showing 112 Rs. After order confirm it eas s ","2019-05-26 13:45:56","FALSE","0","0","0","swiggy","delhi",FALSE
"897","Skh27 chaudhary_ajayk swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ","2019-05-26 13:42:42","FALSE","1","0","0","swiggy","delhi",FALSE
"898","Thanks to Gautam for making me feel that Swiggy really cares ! Kudos to him.  SwiggyCares","2019-05-26 13:01:22","FALSE","0","2","1","swiggy","delhi",FALSE
"899","swiggy_in dominos_india Please resolve this. The order is late. I paid in advance. The outlet is not picking up m ","2019-05-26 12:46:07","FALSE","0","0","0","swiggy","delhi",FALSE
"900","SwiggyCares swiggy_in I was going to order handi chicken from kilo curry restaurant, see the price vertical, in m ","2019-05-26 12:34:31","FALSE","0","0","0","swiggy","delhi",FALSE
"901","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 12:01:50","TRUE","1442","0","0","swiggy","delhi",TRUE
"902","""How to make your grandma understand that you solve problems as product designer""
Part of a great design talk by ","2019-05-26 11:50:13","FALSE","0","1","0","swiggy","delhi",FALSE
"903",".SwiggyCares swiggy_in after an hour of ordering you are telling me you dont have a delivery partner. What rubbis ","2019-05-26 11:22:25","FALSE","0","0","0","swiggy","delhi",FALSE
"904","swiggy_in what the hell is this!
is this your service?
I am swiggy super user and I am paying for this kind of hel ","2019-05-26 11:13:50","FALSE","0","0","0","swiggy","delhi",FALSE
"905","SwiggyCares swiggy_in Worst app!
I ordered my first order payment method was Google Pay, money deducted but there ","2019-05-26 10:09:41","FALSE","0","0","-1","swiggy","delhi",FALSE
"906","Poorest service ever thought swiggy_in SwiggyCares order marked as delivered without being actually delivered. Bo ","2019-05-26 09:48:24","FALSE","0","0","-1","swiggy","delhi",FALSE
"907","Very convinient way of avoiding conflict. But, let me ask you guys, the customer should receive the invoice from th ","2019-05-26 09:48:17","FALSE","0","0","-1","swiggy","delhi",FALSE
"908","swiggy_in SwiggyCares  So, you guys deliberately stopped sending invoices from the stores/restaurants when a food ","2019-05-26 09:46:03","FALSE","0","0","0","swiggy","delhi",FALSE
"909","faasos swiggy_in thank you for looking into the matter. I appreciate your service.","2019-05-26 09:41:03","FALSE","0","1","2","swiggy","delhi",FALSE
"910","worldonthedot SwiggyCares swiggy_in Ordered some morning snacks and thiw what we got , the snacks was smelling l ","2019-05-26 09:38:24","FALSE","0","0","-1","swiggy","delhi",FALSE
"911","swiggy_in extremely bad experience with my first order 41933460563. It took more than expected time and when I rea ","2019-05-26 09:31:07","FALSE","0","0","-1","swiggy","delhi",FALSE
"912","RT DeepakxMahajan: nandanreddy rahuljaimini harshamjty l order food 4m swiggy n u guys did FRAUD. Ordr ws placd 4 'Bhravan da Dhaba' n","2019-05-26 09:04:21","TRUE","1","0","-1","swiggy","delhi",FALSE
"913","PointyMiss swiggy_in Congrts. :) u have an alternate career","2019-05-26 08:58:51","FALSE","0","0","0","swiggy","delhi",FALSE
"914","swiggy_in SwiggyCares 
You are insane, sala bhooka mar dete ho logo ko. From 1 hour, you are displaying arriving ","2019-05-26 08:55:54","FALSE","0","0","-2","swiggy","delhi",FALSE
"915","Hey Zomato ZomatoIN  .. i order food and it was non eatable and when i complaint i only get 25-30% refund of orde ","2019-05-26 08:55:36","FALSE","0","0","0","swiggy","delhi",FALSE
"916","Dear Zomato , 1582401680 Order rejected, refund will take 5-7 days cant refund in my zomato wallet. Chat not help ","2019-05-26 08:55:13","FALSE","0","0","1","swiggy","delhi",FALSE
"917","SwiggyCares Swiggy this is not done man if i would have eat that then wht would gonna happen to me","2019-05-26 08:51:19","FALSE","0","0","0","swiggy","delhi",FALSE
"918","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 08:50:20","TRUE","1442","0","0","swiggy","delhi",TRUE
"919","lakshanapalat Swiggy Swiggy Swiggy, tera order chaida!","2019-05-26 08:49:25","FALSE","0","1","0","swiggy","delhi",FALSE
"920","What the hell! What kind of service is this Swiggy . Found a stapler pin in my roll. I urge my family and friends t ","2019-05-26 08:41:51","FALSE","0","0","-1","swiggy","delhi",FALSE
"921","swiggy_in SwiggyCares Restaurant sending different items. Faced issue multiple times recently and on chat support not helping","2019-05-26 08:33:05","FALSE","0","0","1","swiggy","delhi",FALSE
"922","SwiggyCares Thank a lot for immediate response and help.
swiggy_in","2019-05-26 08:28:51","FALSE","0","0","1","swiggy","delhi",FALSE
"923","dominos_india Hey guys! I'm trying to order from ur app but it tells me it doesn't deliver to my location i.e. May ","2019-05-26 07:22:08","FALSE","0","0","0","swiggy","delhi",FALSE
"924","SwiggyCares hello, i ordered a thali and received something else. Order 41926414968
swiggy_in","2019-05-26 07:16:32","FALSE","0","0","0","swiggy","delhi",FALSE
"925","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 07:02:58","TRUE","1442","0","0","swiggy","delhi",TRUE
"926","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 07:00:52","TRUE","1442","0","0","swiggy","delhi",TRUE
"927","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 06:47:38","TRUE","1442","0","0","swiggy","delhi",TRUE
"928","So Swiggy refuses to speak to me. Amazing! ","2019-05-26 06:31:31","FALSE","0","0","0","swiggy","delhi",FALSE
"929","RT tiwari_amitkr: swiggy_in SwiggyCares This is what they deliver...cockroach in food and when complained they can't do anything except","2019-05-26 06:06:18","TRUE","1","0","-1","swiggy","delhi",FALSE
"930","RT pranavbhatia123: Swiggy wants me to eat Cockroaches !!

I love Swiggy. According to Swiggy, I ordered 282 times from them in the last y","2019-05-26 06:03:09","TRUE","3","0","1","swiggy","delhi",FALSE
"931","RT vishal1mehra: ZomatoIN Zomato It seems I was right. Zomato these days is only about great punchlines. 3 days since my cockroach inci","2019-05-26 06:03:00","TRUE","1","0","2","swiggy","delhi",FALSE
"932","SwiggyCares Despite this complaint Swiggy  did nothing except a few scripted replies. They have blocked my number, ","2019-05-26 05:59:53","FALSE","0","0","-1","swiggy","delhi",FALSE
"933","RT babagolmaal: kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob meTheRealPRIN","2019-05-26 05:57:15","TRUE","2","0","0","swiggy","delhi",FALSE
"934","RT babagolmaal: kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob meTheRealPRIN","2019-05-26 05:56:08","TRUE","3","0","0","swiggy","delhi",TRUE
"935","RT babagolmaal: kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob meTheRealPRIN","2019-05-26 05:56:02","TRUE","2","0","0","swiggy","delhi",TRUE
"936","RT babagolmaal: kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob meTheRealPRIN","2019-05-26 05:55:55","TRUE","2","0","0","swiggy","delhi",TRUE
"937","RT babagolmaal: kaif_mdkaif swiggy_in swiggy SwiggyCares UfterYou bhonpu_news Devraj_Upadhye RDCBob1 ActivistOnjob meTheRealPRIN","2019-05-26 05:55:53","TRUE","3","0","0","swiggy","delhi",TRUE
"938","RT babagolmaal: Another way to cheat by swiggy_in swiggy SwiggyCares. TnC and benefits don't match. 50% said discount changes to 40% wh","2019-05-26 05:55:11","TRUE","5","0","0","swiggy","delhi",TRUE
"939","RT babagolmaal: Another way to cheat by swiggy_in swiggy SwiggyCares. TnC and benefits don't match. 50% said discount changes to 40% wh","2019-05-26 05:53:02","TRUE","5","0","0","swiggy","delhi",TRUE
"940","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 05:48:32","TRUE","1442","0","0","swiggy","delhi",TRUE
"941","swiggy_in fraud  the collect cash and offer to refund voucher. Very happy to give 45/- extra.  improve yo ","2019-05-26 05:25:47","FALSE","0","0","2","swiggy","delhi",FALSE
"942","PointyMiss swiggy_in Night duty?","2019-05-26 05:14:49","FALSE","0","0","0","swiggy","delhi",FALSE
"943","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 05:04:27","TRUE","1442","0","0","swiggy","delhi",TRUE
"944","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-26 04:45:02","TRUE","1442","0","0","swiggy","delhi",TRUE
